gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15
162681	MIM613258														
1627	MIM126660														
1628	MIM124097														
1629	MIM248600	MIM248610													
162967	MIM606427														
162979	MIM613226														
163	MIM601025														
1630	MIM120470	MIM157600													
163071	MIM603996														
163126	MIM609773														
163175	MIM608303														
1632	MIM600305														
163227	MIM603982														
163255	MIM613903														
1633	MIM125450														
163351	MIM612467														
1634	MIM125255	MIM610048													
163486	MIM613292														
1635	MIM607638														
163590	MIM614513														
1636	MIM104300	MIM106180	MIM267430	MIM612624	MIM614519										
163688	MIM610171														
1637	MIM190685														
163702	MIM607404														
163732	MIM606815														
163782	MIM614612														
163786	MIM609321														
1638	MIM191275														
163882	MIM613439														
1639	MIM105400	MIM168605	MIM601143	MIM607641											
164	MIM603533														
164091	MIM607779														
1641	MIM300067	MIM300121													
164153	MIM611127														
1642	MIM600045														
1643	MIM278740	MIM600811													
1644	MIM107930	MIM608643													
1645	MIM600449														
1646	MIM600450	MIM614279													
164656	MIM206200	MIM609862													
164668	MIM610976														
164684	MIM610981														
1647	MIM126335														
1649	MIM126337	MIM613488													
165	MIM602981														
1650	MIM602202	MIM614507													
1652	MIM602750														
165257	MIM614330														
1653	MIM601257														
1654	MIM300160														
1655	MIM180630														
1656	MIM600326														
165631	MIM612066														
165679	MIM610412														
1657	MIM605671														
165721	MIM611337														
165829	MIM610464														
1659	MIM600396														
165904	MIM609777														
165918	MIM611943	MIM612688													
166	MIM600188														
1660	MIM603115														
166012	MIM610124														
1662	MIM601235														
1663	MIM601150	MIM613398													
166336	MIM608501	MIM613832													
166378	MIM613940														
166379	MIM209900	MIM610683													
1665	MIM603403														
1666	MIM222745														
166614	MIM613166														
166647	MIM612303														
1667	MIM125220														
166752	MIM608946														
166785	MIM251100	MIM607481													
1668	MIM604522														
166815	MIM612973														
166824	MIM612620														
1669	MIM601157														
166929	MIM611574														
167	MIM601193														
1670	MIM600472														
1671	MIM600471														
167153	MIM614121														
1672	MIM602056														
167227	MIM609844														
1673	MIM602215														
1674	MIM125660	MIM181400	MIM212110	MIM601419	MIM602067	MIM604765									
167410	MIM610466														
167465	MIM610159														
1675	MIM134350	MIM613912													
1676	MIM601882														
167691	MIM604537	MIM611408													
1677	MIM601883														
1678	MIM300356	MIM304700	MIM311150												
167826	MIM609323														
167838	MIM611438														
1680	MIM300030														
168002	MIM608966														
1682	MIM300066														
168374	MIM603974														
168451	MIM612534														
168507	MIM609721														
168544	MIM614040														
168620	MIM608606														
168667	MIM608022	MIM608699													
1687	MIM600994	MIM608798													
1689	MIM601412														
169	MIM116950														
1690	MIM601369	MIM603196													
169026	MIM125853	MIM611145													
169044	MIM610026														
169355	MIM612129														
1694	MIM603964														
169522	MIM607604	MIM610356													
1697	MIM600792														
169714	MIM612860														
169792	MIM610192	MIM610199													
169841	MIM603404														
17	MIM102699														
170	MIM106250														
170261	MIM300701														
170302	MIM300004	MIM300215	MIM300382	MIM300419	MIM308350	MIM309510									
170392	MIM609330														
170463	MIM607391														
170474	MIM164210														
170482	MIM606677														
1705	MIM603098														
170506	MIM612767														
170507	MIM607683														
170508	MIM607239														
170530	MIM300551														
170532	MIM608244														
170534	MIM606852														
170545	MIM607454														
170572	MIM610121														
170575	MIM608084														
170589	MIM609651														
170591	MIM610103														
170592	MIM606660														
170593	MIM606661														
170594	MIM606662														
170595	MIM606668														
1706	MIM603678														
170622	MIM612377														
170626	MIM300740														
170679	MIM613525														
170680	MIM613526														
170682	MIM607279														
170685	MIM300527														
170689	MIM607509														
170690	MIM607510														
170691	MIM607511	MIM613195													
170692	MIM607512	MIM608454													
170712	MIM609811														
170815	MIM606641														
170850	MIM606767														
1709	MIM603010														
170954	MIM610990														
171	MIM154400														
171013	MIM606711														
171014	MIM606712														
171017	MIM609951														
171019	MIM607513														
171022	MIM612545														
171023	MIM605039	MIM612990	MIM614286												
171089	MIM606896														
171157	MIM606708														
171169	MIM609932														
1713	MIM604060														
171389	MIM609650														
1714	MIM188400	MIM192430													
171425	MIM609686														
171482	MIM300477														
171483	MIM300478														
171484	MIM300479														
171489	MIM300671														
171511	MIM606770														
171512	MIM606771														
171513	MIM606787														
171514	MIM606788														
171515	MIM606789														
171546	MIM613540														
171558	MIM606817														
171586	MIM612197														
1716	MIM251880	MIM601465													
1717	MIM270400	MIM602858													
1718	MIM602398	MIM606418													
1719	MIM126060	MIM613839													
172	MIM603020														
1723	MIM126064	MIM263750													
